,Unnamed: 0,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,amount,Month,Time,group
567,6982,183230.0,Bose SoundSport Headphones,1.0,99.99,2019-04-04 11:09:00,"528 South St, San Francisco, CA 94016",99.99,4,11,"Google Phone,Bose SoundSport Headphones"
568,7067,183315.0,Google Phone,1.0,600.0,2019-04-29 23:55:00,"312 9th St, Atlanta, GA 30301",600.0,4,23,"Google Phone,USB-C Charging Cable"
569,7068,183315.0,USB-C Charging Cable,1.0,11.95,2019-04-29 23:55:00,"312 9th St, Atlanta, GA 30301",11.95,4,23,"Google Phone,USB-C Charging Cable"
570,7078,183325.0,Vareebadd Phone,1.0,400.0,2019-04-27 11:41:00,"555 Adams St, Atlanta, GA 30301",400.0,4,11,"Vareebadd Phone,USB-C Charging Cable"
571,7079,183325.0,USB-C Charging Cable,1.0,11.95,2019-04-27 11:41:00,"555 Adams St, Atlanta, GA 30301",11.95,4,11,"Vareebadd Phone,USB-C Charging Cable"
572,7096,183342.0,Vareebadd Phone,1.0,400.0,2019-04-06 22:29:00,"449 Pine St, Boston, MA 02215",400.0,4,22,"Vareebadd Phone,Wired Headphones"
573,7097,183342.0,Wired Headphones,1.0,11.99,2019-04-06 22:29:00,"449 Pine St, Boston, MA 02215",11.99,4,22,"Vareebadd Phone,Wired Headphones"
574,7116,183361.0,iPhone,1.0,700.0,2019-04-12 21:36:00,"912 5th St, Boston, MA 02215",700.0,4,21,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
575,7117,183361.0,Lightning Charging Cable,1.0,14.95,2019-04-12 21:36:00,"912 5th St, Boston, MA 02215",14.95,4,21,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
576,7118,183361.0,Apple Airpods Headphones,1.0,150.0,2019-04-12 21:36:00,"912 5th St, Boston, MA 02215",150.0,4,21,"iPhone,Lightning Charging Cable,Apple Airpods Headphones"
577,7140,183383.0,iPhone,1.0,700.0,2019-04-16 14:47:00,"696 Jackson St, Los Angeles, CA 90001",700.0,4,14,"iPhone,34in Ultrawide Monitor"
578,7141,183383.0,34in Ultrawide Monitor,1.0,379.99,2019-04-16 14:47:00,"696 Jackson St, Los Angeles, CA 90001",379.99,4,14,"iPhone,34in Ultrawide Monitor"
579,7181,183422.0,Google Phone,1.0,600.0,2019-04-26 06:16:00,"60 Lake St, Atlanta, GA 30301",600.0,4,6,"Google Phone,Wired Headphones"
580,7182,183422.0,Wired Headphones,1.0,11.99,2019-04-26 06:16:00,"60 Lake St, Atlanta, GA 30301",11.99,4,6,"Google Phone,Wired Headphones"
581,7196,183436.0,iPhone,1.0,700.0,2019-04-03 18:25:00,"491 14th St, San Francisco, CA 94016",700.0,4,18,"iPhone,Lightning Charging Cable,Wired Headphones"
582,7197,183436.0,Lightning Charging Cable,1.0,14.95,2019-04-03 18:25:00,"491 14th St, San Francisco, CA 94016",14.95,4,18,"iPhone,Lightning Charging Cable,Wired Headphones"
583,7198,183436.0,Wired Headphones,2.0,11.99,2019-04-03 18:25:00,"491 14th St, San Francisco, CA 94016",23.98,4,18,"iPhone,Lightning Charging Cable,Wired Headphones"
584,7214,183452.0,20in Monitor,1.0,109.99,2019-04-03 12:09:00,"12 Ridge St, Austin, TX 73301",109.99,4,12,"20in Monitor,USB-C Charging Cable"
585,7215,183452.0,USB-C Charging Cable,1.0,11.95,2019-04-03 12:09:00,"12 Ridge St, Austin, TX 73301",11.95,4,12,"20in Monitor,USB-C Charging Cable"
586,7217,183454.0,iPhone,1.0,700.0,2019-04-07 11:33:00,"604 Park St, Portland, ME 04101",700.0,4,11,"iPhone,Apple Airpods Headphones"
587,7218,183454.0,Apple Airpods Headphones,1.0,150.0,2019-04-07 11:33:00,"604 Park St, Portland, ME 04101",150.0,4,11,"iPhone,Apple Airpods Headphones"
588,7232,183468.0,Google Phone,1.0,600.0,2019-04-04 11:34:00,"179 Lincoln St, Los Angeles, CA 90001",600.0,4,11,"Google Phone,USB-C Charging Cable"
589,7233,183468.0,USB-C Charging Cable,1.0,11.95,2019-04-04 11:34:00,"179 Lincoln St, Los Angeles, CA 90001",11.95,4,11,"Google Phone,USB-C Charging Cable"
590,7244,183479.0,Vareebadd Phone,1.0,400.0,2019-04-17 16:32:00,"117 4th St, Seattle, WA 98101",400.0,4,16,"Vareebadd Phone,USB-C Charging Cable"
591,7245,183479.0,USB-C Charging Cable,1.0,11.95,2019-04-17 16:32:00,"117 4th St, Seattle, WA 98101",11.95,4,16,"Vareebadd Phone,USB-C Charging Cable"
592,7269,183503.0,iPhone,1.0,700.0,2019-04-08 09:35:00,"881 Cedar St, Seattle, WA 98101",700.0,4,9,"iPhone,Lightning Charging Cable"
593,7270,183503.0,Lightning Charging Cable,1.0,14.95,2019-04-08 09:35:00,"881 Cedar St, Seattle, WA 98101",14.95,4,9,"iPhone,Lightning Charging Cable"
594,7273,183506.0,Apple Airpods Headphones,1.0,150.0,2019-04-03 09:58:00,"477 11th St, San Francisco, CA 94016",150.0,4,9,"Apple Airpods Headphones,AAA Batteries (4-pack)"
595,7274,183506.0,AAA Batteries (4-pack),1.0,2.99,2019-04-03 09:58:00,"477 11th St, San Francisco, CA 94016",2.99,4,9,"Apple Airpods Headphones,AAA Batteries (4-pack)"
596,7306,183538.0,AAA Batteries (4-pack),1.0,2.99,2019-04-20 14:12:00,"669 Hill St, Dallas, TX 75001",2.99,4,14,"AAA Batteries (4-pack),27in FHD Monitor"
597,7307,183538.0,27in FHD Monitor,1.0,149.99,2019-04-20 14:12:00,"669 Hill St, Dallas, TX 75001",149.99,4,14,"AAA Batteries (4-pack),27in FHD Monitor"
598,7333,183564.0,USB-C Charging Cable,1.0,11.95,2019-04-18 08:55:00,"40 10th St, San Francisco, CA 94016",11.95,4,8,"USB-C Charging Cable,AA Batteries (4-pack)"
599,7334,183564.0,AA Batteries (4-pack),1.0,3.84,2019-04-18 08:55:00,"40 10th St, San Francisco, CA 94016",3.84,4,8,"USB-C Charging Cable,AA Batteries (4-pack)"
600,7341,183571.0,Vareebadd Phone,1.0,400.0,2019-04-28 18:12:00,"273 Spruce St, Boston, MA 02215",400.0,4,18,"Vareebadd Phone,Bose SoundSport Headphones"
601,7342,183571.0,Bose SoundSport Headphones,1.0,99.99,2019-04-28 18:12:00,"273 Spruce St, Boston, MA 02215",99.99,4,18,"Vareebadd Phone,Bose SoundSport Headphones"
602,7358,183587.0,AAA Batteries (4-pack),1.0,2.99,2019-04-15 00:21:00,"384 Sunset St, Los Angeles, CA 90001",2.99,4,0,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
603,7359,183587.0,AAA Batteries (4-pack),1.0,2.99,2019-04-15 00:21:00,"384 Sunset St, Los Angeles, CA 90001",2.99,4,0,"AAA Batteries (4-pack),AAA Batteries (4-pack)"
604,7394,183622.0,Google Phone,1.0,600.0,2019-04-17 12:36:00,"624 Sunset St, San Francisco, CA 94016",600.0,4,12,"Google Phone,Wired Headphones"
605,7395,183622.0,Wired Headphones,1.0,11.99,2019-04-17 12:36:00,"624 Sunset St, San Francisco, CA 94016",11.99,4,12,"Google Phone,Wired Headphones"
606,7414,183641.0,iPhone,1.0,700.0,2019-04-13 21:55:00,"116 Lake St, San Francisco, CA 94016",700.0,4,21,"iPhone,Lightning Charging Cable"
607,7415,183641.0,Lightning Charging Cable,1.0,14.95,2019-04-13 21:55:00,"116 Lake St, San Francisco, CA 94016",14.95,4,21,"iPhone,Lightning Charging Cable"
608,7452,183678.0,AA Batteries (4-pack),1.0,3.84,2019-04-23 20:45:00,"597 6th St, San Francisco, CA 94016",3.84,4,20,"AA Batteries (4-pack),Lightning Charging Cable"
609,7453,183678.0,Lightning Charging Cable,1.0,14.95,2019-04-23 20:45:00,"597 6th St, San Francisco, CA 94016",14.95,4,20,"AA Batteries (4-pack),Lightning Charging Cable"
610,7501,183726.0,iPhone,1.0,700.0,2019-04-16 15:31:00,"863 Hickory St, Atlanta, GA 30301",700.0,4,15,"iPhone,Apple Airpods Headphones"
611,7502,183726.0,Apple Airpods Headphones,1.0,150.0,2019-04-16 15:31:00,"863 Hickory St, Atlanta, GA 30301",150.0,4,15,"iPhone,Apple Airpods Headphones"
612,7509,183733.0,iPhone,1.0,700.0,2019-04-05 15:01:00,"834 6th St, Boston, MA 02215",700.0,4,15,"iPhone,Wired Headphones"
613,7510,183733.0,Wired Headphones,1.0,11.99,2019-04-05 15:01:00,"834 6th St, Boston, MA 02215",11.99,4,15,"iPhone,Wired Headphones"
614,7609,183831.0,Google Phone,1.0,600.0,2019-04-06 23:06:00,"251 2nd St, Austin, TX 73301",600.0,4,23,"Google Phone,Bose SoundSport Headphones"
615,7610,183831.0,Bose SoundSport Headphones,1.0,99.99,2019-04-06 23:06:00,"251 2nd St, Austin, TX 73301",99.99,4,23,"Google Phone,Bose SoundSport Headphones"
616,7648,183868.0,Google Phone,1.0,600.0,2019-04-19 18:54:00,"975 Dogwood St, Seattle, WA 98101",600.0,4,18,"Google Phone,AA Batteries (4-pack)"
617,7649,183868.0,AA Batteries (4-pack),1.0,3.84,2019-04-19 18:54:00,"975 Dogwood St, Seattle, WA 98101",3.84,4,18,"Google Phone,AA Batteries (4-pack)"
618,7752,183971.0,iPhone,1.0,700.0,2019-04-14 11:43:00,"743 4th St, Austin, TX 73301",700.0,4,11,"iPhone,Vareebadd Phone"
619,7753,183971.0,Vareebadd Phone,1.0,400.0,2019-04-14 11:43:00,"743 4th St, Austin, TX 73301",400.0,4,11,"iPhone,Vareebadd Phone"
620,7803,184021.0,Google Phone,1.0,600.0,2019-04-29 15:37:00,"168 Elm St, Boston, MA 02215",600.0,4,15,"Google Phone,USB-C Charging Cable"
621,7804,184021.0,USB-C Charging Cable,1.0,11.95,2019-04-29 15:37:00,"168 Elm St, Boston, MA 02215",11.95,4,15,"Google Phone,USB-C Charging Cable"
622,7805,184022.0,Google Phone,1.0,600.0,2019-04-13 08:06:00,"437 Spruce St, Los Angeles, CA 90001",600.0,4,8,"Google Phone,USB-C Charging Cable"
623,7806,184022.0,USB-C Charging Cable,2.0,11.95,2019-04-13 08:06:00,"437 Spruce St, Los Angeles, CA 90001",23.9,4,8,"Google Phone,USB-C Charging Cable"
624,7838,184054.0,Google Phone,1.0,600.0,2019-04-01 10:31:00,"425 Church St, Atlanta, GA 30301",600.0,4,10,"Google Phone,USB-C Charging Cable"
625,7839,184054.0,USB-C Charging Cable,1.0,11.95,2019-04-01 10:31:00,"425 Church St, Atlanta, GA 30301",11.95,4,10,"Google Phone,USB-C Charging Cable"
626,7840,184055.0,iPhone,1.0,700.0,2019-04-30 20:08:00,"743 6th St, Los Angeles, CA 90001",700.0,4,20,"iPhone,Lightning Charging Cable"
627,7841,184055.0,Lightning Charging Cable,1.0,14.95,2019-04-30 20:08:00,"743 6th St, Los Angeles, CA 90001",14.95,4,20,"iPhone,Lightning Charging Cable"
628,7883,184097.0,Google Phone,1.0,600.0,2019-04-12 13:00:00,"485 Highland St, Portland, OR 97035",600.0,4,13,"Google Phone,Wired Headphones"
629,7884,184097.0,Wired Headphones,1.0,11.99,2019-04-12 13:00:00,"485 Highland St, Portland, OR 97035",11.99,4,13,"Google Phone,Wired Headphones"
630,7932,184145.0,Lightning Charging Cable,1.0,14.95,2019-04-16 13:33:00,"253 Park St, Boston, MA 02215",14.95,4,13,"Lightning Charging Cable,USB-C Charging Cable"
631,7933,184145.0,USB-C Charging Cable,1.0,11.95,2019-04-16 13:33:00,"253 Park St, Boston, MA 02215",11.95,4,13,"Lightning Charging Cable,USB-C Charging Cable"
632,7942,184154.0,Google Phone,1.0,600.0,2019-04-06 12:27:00,"821 Walnut St, Los Angeles, CA 90001",600.0,4,12,"Google Phone,USB-C Charging Cable"
633,7943,184154.0,USB-C Charging Cable,1.0,11.95,2019-04-06 12:27:00,"821 Walnut St, Los Angeles, CA 90001",11.95,4,12,"Google Phone,USB-C Charging Cable"
634,7946,184157.0,AA Batteries (4-pack),2.0,3.84,2019-04-16 13:42:00,"599 Maple St, San Francisco, CA 94016",7.68,4,13,"AA Batteries (4-pack),Bose SoundSport Headphones"
635,7947,184157.0,Bose SoundSport Headphones,1.0,99.99,2019-04-16 13:42:00,"599 Maple St, San Francisco, CA 94016",99.99,4,13,"AA Batteries (4-pack),Bose SoundSport Headphones"
636,7956,184166.0,AA Batteries (4-pack),1.0,3.84,2019-04-07 14:12:00,"252 13th St, Atlanta, GA 30301",3.84,4,14,"AA Batteries (4-pack),27in FHD Monitor"
637,7957,184166.0,27in FHD Monitor,1.0,149.99,2019-04-07 14:12:00,"252 13th St, Atlanta, GA 30301",149.99,4,14,"AA Batteries (4-pack),27in FHD Monitor"
638,7963,184172.0,Google Phone,1.0,600.0,2019-04-26 14:50:00,"900 Wilson St, Atlanta, GA 30301",600.0,4,14,"Google Phone,USB-C Charging Cable"
639,7964,184172.0,USB-C Charging Cable,1.0,11.95,2019-04-26 14:50:00,"900 Wilson St, Atlanta, GA 30301",11.95,4,14,"Google Phone,USB-C Charging Cable"
640,8013,184221.0,iPhone,1.0,700.0,2019-04-20 09:09:00,"830 Ridge St, Seattle, WA 98101",700.0,4,9,"iPhone,Wired Headphones"
641,8014,184221.0,Wired Headphones,1.0,11.99,2019-04-20 09:09:00,"830 Ridge St, Seattle, WA 98101",11.99,4,9,"iPhone,Wired Headphones"
642,8045,184252.0,ThinkPad Laptop,1.0,999.99,2019-04-05 21:18:00,"334 13th St, Seattle, WA 98101",999.99,4,21,"ThinkPad Laptop,Bose SoundSport Headphones"
643,8046,184252.0,Bose SoundSport Headphones,1.0,99.99,2019-04-05 21:18:00,"334 13th St, Seattle, WA 98101",99.99,4,21,"ThinkPad Laptop,Bose SoundSport Headphones"
644,8066,184272.0,iPhone,1.0,700.0,2019-04-21 19:49:00,"637 Cedar St, San Francisco, CA 94016",700.0,4,19,"iPhone,Lightning Charging Cable"
645,8067,184272.0,Lightning Charging Cable,1.0,14.95,2019-04-21 19:49:00,"637 Cedar St, San Francisco, CA 94016",14.95,4,19,"iPhone,Lightning Charging Cable"
646,8076,184281.0,iPhone,1.0,700.0,2019-04-17 14:23:00,"345 Main St, Los Angeles, CA 90001",700.0,4,14,"iPhone,Apple Airpods Headphones"
647,8077,184281.0,Apple Airpods Headphones,1.0,150.0,2019-04-17 14:23:00,"345 Main St, Los Angeles, CA 90001",150.0,4,14,"iPhone,Apple Airpods Headphones"
648,8130,184334.0,20in Monitor,1.0,109.99,2019-04-08 08:34:00,"964 Main St, Los Angeles, CA 90001",109.99,4,8,"20in Monitor,Bose SoundSport Headphones"
649,8131,184334.0,Bose SoundSport Headphones,1.0,99.99,2019-04-08 08:34:00,"964 Main St, Los Angeles, CA 90001",99.99,4,8,"20in Monitor,Bose SoundSport Headphones"
650,8244,184447.0,iPhone,1.0,700.0,2019-04-19 21:49:00,"695 Cherry St, New York City, NY 10001",700.0,4,21,"iPhone,Lightning Charging Cable"
651,8245,184447.0,Lightning Charging Cable,1.0,14.95,2019-04-19 21:49:00,"695 Cherry St, New York City, NY 10001",14.95,4,21,"iPhone,Lightning Charging Cable"
652,8258,184460.0,iPhone,1.0,700.0,2019-04-08 18:38:00,"315 5th St, Los Angeles, CA 90001",700.0,4,18,"iPhone,Wired Headphones"
653,8259,184460.0,Wired Headphones,1.0,11.99,2019-04-08 18:38:00,"315 5th St, Los Angeles, CA 90001",11.99,4,18,"iPhone,Wired Headphones"
654,8271,184472.0,iPhone,1.0,700.0,2019-04-11 12:16:00,"573 Adams St, Austin, TX 73301",700.0,4,12,"iPhone,Bose SoundSport Headphones"
655,8272,184472.0,Bose SoundSport Headphones,1.0,99.99,2019-04-11 12:16:00,"573 Adams St, Austin, TX 73301",99.99,4,12,"iPhone,Bose SoundSport Headphones"
656,8303,184503.0,iPhone,1.0,700.0,2019-04-10 16:23:00,"415 South St, Atlanta, GA 30301",700.0,4,16,"iPhone,Lightning Charging Cable"
657,8304,184503.0,Lightning Charging Cable,1.0,14.95,2019-04-10 16:23:00,"415 South St, Atlanta, GA 30301",14.95,4,16,"iPhone,Lightning Charging Cable"
658,8378,184577.0,iPhone,1.0,700.0,2019-04-15 00:03:00,"803 Lincoln St, Portland, OR 97035",700.0,4,0,"iPhone,Lightning Charging Cable"
659,8379,184577.0,Lightning Charging Cable,1.0,14.95,2019-04-15 00:03:00,"803 Lincoln St, Portland, OR 97035",14.95,4,0,"iPhone,Lightning Charging Cable"
660,8420,184618.0,Google Phone,1.0,600.0,2019-04-14 09:27:00,"26 Center St, Portland, OR 97035",600.0,4,9,"Google Phone,USB-C Charging Cable"
661,8421,184618.0,USB-C Charging Cable,1.0,11.95,2019-04-14 09:27:00,"26 Center St, Portland, OR 97035",11.95,4,9,"Google Phone,USB-C Charging Cable"
662,8424,184621.0,iPhone,1.0,700.0,2019-04-19 10:49:00,"547 5th St, Austin, TX 73301",700.0,4,10,"iPhone,Lightning Charging Cable"
663,8425,184621.0,Lightning Charging Cable,2.0,14.95,2019-04-19 10:49:00,"547 5th St, Austin, TX 73301",29.9,4,10,"iPhone,Lightning Charging Cable"
664,8439,184635.0,Vareebadd Phone,1.0,400.0,2019-04-13 08:57:00,"826 Chestnut St, San Francisco, CA 94016",400.0,4,8,"Vareebadd Phone,Bose SoundSport Headphones"
665,8440,184635.0,Bose SoundSport Headphones,1.0,99.99,2019-04-13 08:57:00,"826 Chestnut St, San Francisco, CA 94016",99.99,4,8,"Vareebadd Phone,Bose SoundSport Headphones"
666,8475,184670.0,Wired Headphones,1.0,11.99,2019-04-15 00:02:00,"524 Park St, Boston, MA 02215",11.99,4,0,"Wired Headphones,20in Monitor"
667,8476,184670.0,20in Monitor,1.0,109.99,2019-04-15 00:02:00,"524 Park St, Boston, MA 02215",109.99,4,0,"Wired Headphones,20in Monitor"
668,8516,184710.0,iPhone,1.0,700.0,2019-04-21 13:57:00,"921 12th St, Dallas, TX 75001",700.0,4,13,"iPhone,Wired Headphones"
669,8517,184710.0,Wired Headphones,3.0,11.99,2019-04-21 13:57:00,"921 12th St, Dallas, TX 75001",35.97,4,13,"iPhone,Wired Headphones"
670,8519,184712.0,Lightning Charging Cable,1.0,14.95,2019-04-20 20:35:00,"293 Sunset St, San Francisco, CA 94016",14.95,4,20,"Lightning Charging Cable,AA Batteries (4-pack)"
671,8520,184712.0,AA Batteries (4-pack),1.0,3.84,2019-04-20 20:35:00,"293 Sunset St, San Francisco, CA 94016",3.84,4,20,"Lightning Charging Cable,AA Batteries (4-pack)"
672,8525,184717.0,USB-C Charging Cable,1.0,11.95,2019-04-04 10:17:00,"439 Forest St, Atlanta, GA 30301",11.95,4,10,"USB-C Charging Cable,USB-C Charging Cable"
673,8526,184717.0,USB-C Charging Cable,1.0,11.95,2019-04-04 10:17:00,"439 Forest St, Atlanta, GA 30301",11.95,4,10,"USB-C Charging Cable,USB-C Charging Cable"
674,8538,184729.0,Vareebadd Phone,1.0,400.0,2019-04-11 19:36:00,"933 Elm St, Los Angeles, CA 90001",400.0,4,19,"Vareebadd Phone,Wired Headphones"
675,8539,184729.0,Wired Headphones,2.0,11.99,2019-04-11 19:36:00,"933 Elm St, Los Angeles, CA 90001",23.98,4,19,"Vareebadd Phone,Wired Headphones"
676,8543,184733.0,Google Phone,1.0,600.0,2019-04-11 10:08:00,"421 Forest St, Los Angeles, CA 90001",600.0,4,10,"Google Phone,Bose SoundSport Headphones"
677,8544,184733.0,Bose SoundSport Headphones,1.0,99.99,2019-04-11 10:08:00,"421 Forest St, Los Angeles, CA 90001",99.99,4,10,"Google Phone,Bose SoundSport Headphones"
678,8545,184734.0,Google Phone,1.0,600.0,2019-04-08 09:16:00,"670 Sunset St, Atlanta, GA 30301",600.0,4,9,"Google Phone,Bose SoundSport Headphones"
679,8546,184734.0,Bose SoundSport Headphones,1.0,99.99,2019-04-08 09:16:00,"670 Sunset St, Atlanta, GA 30301",99.99,4,9,"Google Phone,Bose SoundSport Headphones"
680,8570,184758.0,iPhone,1.0,700.0,2019-04-13 20:02:00,"306 7th St, New York City, NY 10001",700.0,4,20,"iPhone,Lightning Charging Cable"
681,8571,184758.0,Lightning Charging Cable,1.0,14.95,2019-04-13 20:02:00,"306 7th St, New York City, NY 10001",14.95,4,20,"iPhone,Lightning Charging Cable"
682,8578,184765.0,Google Phone,1.0,600.0,2019-04-15 21:32:00,"995 Lake St, San Francisco, CA 94016",600.0,4,21,"Google Phone,USB-C Charging Cable"
683,8579,184765.0,USB-C Charging Cable,1.0,11.95,2019-04-15 21:32:00,"995 Lake St, San Francisco, CA 94016",11.95,4,21,"Google Phone,USB-C Charging Cable"
684,8609,184795.0,iPhone,1.0,700.0,2019-04-18 13:59:00,"41 Jackson St, Austin, TX 73301",700.0,4,13,"iPhone,Wired Headphones"
685,8610,184795.0,Wired Headphones,1.0,11.99,2019-04-18 13:59:00,"41 Jackson St, Austin, TX 73301",11.99,4,13,"iPhone,Wired Headphones"
686,8629,184813.0,USB-C Charging Cable,1.0,11.95,2019-04-26 06:09:00,"216 Chestnut St, Atlanta, GA 30301",11.95,4,6,"USB-C Charging Cable,AA Batteries (4-pack)"
687,8630,184813.0,AA Batteries (4-pack),1.0,3.84,2019-04-26 06:09:00,"216 Chestnut St, Atlanta, GA 30301",3.84,4,6,"USB-C Charging Cable,AA Batteries (4-pack)"
688,8645,184828.0,Vareebadd Phone,1.0,400.0,2019-04-22 17:15:00,"199 11th St, Atlanta, GA 30301",400.0,4,17,"Vareebadd Phone,USB-C Charging Cable"
689,8646,184828.0,USB-C Charging Cable,1.0,11.95,2019-04-22 17:15:00,"199 11th St, Atlanta, GA 30301",11.95,4,17,"Vareebadd Phone,USB-C Charging Cable"
690,8650,184832.0,AA Batteries (4-pack),1.0,3.84,2019-04-18 12:14:00,"838 Meadow St, San Francisco, CA 94016",3.84,4,12,"AA Batteries (4-pack),Wired Headphones"
691,8651,184832.0,Wired Headphones,1.0,11.99,2019-04-18 12:14:00,"838 Meadow St, San Francisco, CA 94016",11.99,4,12,"AA Batteries (4-pack),Wired Headphones"
692,8659,184840.0,AA Batteries (4-pack),1.0,3.84,2019-04-11 17:11:00,"542 Jackson St, San Francisco, CA 94016",3.84,4,17,"AA Batteries (4-pack),USB-C Charging Cable"
693,8660,184840.0,USB-C Charging Cable,1.0,11.95,2019-04-11 17:11:00,"542 Jackson St, San Francisco, CA 94016",11.95,4,17,"AA Batteries (4-pack),USB-C Charging Cable"
694,8673,184853.0,Vareebadd Phone,1.0,400.0,2019-04-17 10:07:00,"509 6th St, Boston, MA 02215",400.0,4,10,"Vareebadd Phone,Wired Headphones"
695,8674,184853.0,Wired Headphones,1.0,11.99,2019-04-17 10:07:00,"509 6th St, Boston, MA 02215",11.99,4,10,"Vareebadd Phone,Wired Headphones"
696,8683,184862.0,Apple Airpods Headphones,1.0,150.0,2019-04-26 15:32:00,"791 6th St, Seattle, WA 98101",150.0,4,15,"Apple Airpods Headphones,Lightning Charging Cable"
697,8684,184862.0,Lightning Charging Cable,1.0,14.95,2019-04-26 15:32:00,"791 6th St, Seattle, WA 98101",14.95,4,15,"Apple Airpods Headphones,Lightning Charging Cable"
698,8761,184939.0,Google Phone,1.0,600.0,2019-04-24 00:24:00,"476 2nd St, New York City, NY 10001",600.0,4,0,"Google Phone,USB-C Charging Cable"
699,8762,184939.0,USB-C Charging Cable,1.0,11.95,2019-04-24 00:24:00,"476 2nd St, New York City, NY 10001",11.95,4,0,"Google Phone,USB-C Charging Cable"
700,8779,184956.0,Bose SoundSport Headphones,1.0,99.99,2019-04-05 22:56:00,"165 Walnut St, San Francisco, CA 94016",99.99,4,22,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
701,8780,184956.0,AAA Batteries (4-pack),1.0,2.99,2019-04-05 22:56:00,"165 Walnut St, San Francisco, CA 94016",2.99,4,22,"Bose SoundSport Headphones,AAA Batteries (4-pack)"
702,8803,184979.0,Vareebadd Phone,1.0,400.0,2019-04-18 15:59:00,"547 River St, Boston, MA 02215",400.0,4,15,"Vareebadd Phone,USB-C Charging Cable"
703,8804,184979.0,USB-C Charging Cable,1.0,11.95,2019-04-18 15:59:00,"547 River St, Boston, MA 02215",11.95,4,15,"Vareebadd Phone,USB-C Charging Cable"
704,8828,185003.0,ThinkPad Laptop,1.0,999.99,2019-04-06 20:12:00,"195 Hickory St, Portland, OR 97035",999.99,4,20,"ThinkPad Laptop,USB-C Charging Cable"
705,8829,185003.0,USB-C Charging Cable,1.0,11.95,2019-04-06 20:12:00,"195 Hickory St, Portland, OR 97035",11.95,4,20,"ThinkPad Laptop,USB-C Charging Cable"
706,8878,185052.0,Google Phone,1.0,600.0,2019-04-24 21:51:00,"33 Lincoln St, Seattle, WA 98101",600.0,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones"
707,8879,185052.0,USB-C Charging Cable,1.0,11.95,2019-04-24 21:51:00,"33 Lincoln St, Seattle, WA 98101",11.95,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones"
708,8880,185052.0,Wired Headphones,1.0,11.99,2019-04-24 21:51:00,"33 Lincoln St, Seattle, WA 98101",11.99,4,21,"Google Phone,USB-C Charging Cable,Wired Headphones"
709,8895,185066.0,USB-C Charging Cable,1.0,11.95,2019-04-09 08:38:00,"211 Forest St, New York City, NY 10001",11.95,4,8,"USB-C Charging Cable,Apple Airpods Headphones"
710,8896,185066.0,Apple Airpods Headphones,1.0,150.0,2019-04-09 08:38:00,"211 Forest St, New York City, NY 10001",150.0,4,8,"USB-C Charging Cable,Apple Airpods Headphones"
711,8941,185111.0,Vareebadd Phone,1.0,400.0,2019-04-25 20:51:00,"179 Elm St, San Francisco, CA 94016",400.0,4,20,"Vareebadd Phone,USB-C Charging Cable"
712,8942,185111.0,USB-C Charging Cable,1.0,11.95,2019-04-25 20:51:00,"179 Elm St, San Francisco, CA 94016",11.95,4,20,"Vareebadd Phone,USB-C Charging Cable"
713,8950,185119.0,Macbook Pro Laptop,1.0,1700.0,2019-04-21 12:53:00,"336 Johnson St, Boston, MA 02215",1700.0,4,12,"Macbook Pro Laptop,Wired Headphones"
714,8951,185119.0,Wired Headphones,1.0,11.99,2019-04-21 12:53:00,"336 Johnson St, Boston, MA 02215",11.99,4,12,"Macbook Pro Laptop,Wired Headphones"
715,8962,185130.0,iPhone,1.0,700.0,2019-04-15 10:51:00,"798 Church St, San Francisco, CA 94016",700.0,4,10,"iPhone,Lightning Charging Cable"
716,8963,185130.0,Lightning Charging Cable,1.0,14.95,2019-04-15 10:51:00,"798 Church St, San Francisco, CA 94016",14.95,4,10,"iPhone,Lightning Charging Cable"
717,8993,185160.0,iPhone,1.0,700.0,2019-04-17 22:11:00,"854 Hill St, New York City, NY 10001",700.0,4,22,"iPhone,Wired Headphones"
718,8994,185160.0,Wired Headphones,1.0,11.99,2019-04-17 22:11:00,"854 Hill St, New York City, NY 10001",11.99,4,22,"iPhone,Wired Headphones"
719,9001,185167.0,AAA Batteries (4-pack),1.0,2.99,2019-04-10 08:28:00,"588 Spruce St, Atlanta, GA 30301",2.99,4,8,"AAA Batteries (4-pack),Wired Headphones"
720,9002,185167.0,Wired Headphones,1.0,11.99,2019-04-10 08:28:00,"588 Spruce St, Atlanta, GA 30301",11.99,4,8,"AAA Batteries (4-pack),Wired Headphones"
721,9028,185193.0,Lightning Charging Cable,1.0,14.95,2019-04-16 21:38:00,"714 13th St, San Francisco, CA 94016",14.95,4,21,"Lightning Charging Cable,Lightning Charging Cable"
722,9029,185193.0,Lightning Charging Cable,1.0,14.95,2019-04-16 21:38:00,"714 13th St, San Francisco, CA 94016",14.95,4,21,"Lightning Charging Cable,Lightning Charging Cable"
